id,text,label
tr0360,"мои маленькие, любимые мальчики)))))😘❤😚",positive
tr0361,По совету одного засранца перешел к просмотру Декстера,neutral
tr0362,Набережная и чайки. Gopro,neutral
tr0363,"че, на аву то ставь :DDD",neutral
tr0364,Фото рубрика Взгляд на Казань,neutral
tr0365,"Сколько человеческого
счастья разбилось вдребезги
только потому, что кто-то из
двоих своевременно не
сказал:""Извини!""",negative
tr0366,"В моем доме отключили свет в аккурат перед началом матча и включили на награждении... За что?!;-( 4:0, а я этого не увидел...",negative
tr0367,"В России выдвинули законопроект, запрещающий анонимность в интернете. Зашибись! Я себе представила ролевую игру: вервольф - Петр Иванович Сидоров, гном - Мустафа Саидович Аляддинов, эльф - Тарас Осипович Перебийнос и т.д.))))",negative
tr0368,полюбил его ♥,positive
tr0369,УРА!!!!Зубастика маленькую целую!!!,positive
tr0370,"приветы, епте. долгая история.. почему и как.. но я бы посоветовал тебе глянуть такое аниме, если не смотрел.. а если и смотрел то под музыку, первый раз послушав, я прослезился как распоследняя телка. но тем не менее вот захотел поделится с тобой именно этой темой. -",neutral
tr0371,На этих долбаебов,negative
tr0372,"Я вообще стеснительная, но когда мне комфортно с человеком, я начинаю вытворять всякое..©",neutral
tr0373,Утренняя Гавана прекрасна!,positive
tr0374,простите меня за все),neutral
tr0375,^ДеВуШкА ДьЯвОлА^,neutral
tr0376,"Это безумно больно, когда скучаешь по тому, кто больше никогда не вернется.",negative
tr0377,"Уроды. Разбудили по среди ночи. #Repost @svetunchick with @repostapp.
・・・
Сегодня наконец-то удалось увидеть в лицо тех, кто нам стреляет по окнам, по машинам и выламывает двери...23:04, спим, никого не трогаем, кто-то начинает ломиться в дверь, оказалось, что приехали пьяные соседи и не могут проехать на захваченное лягушкой парковочное место, просто потому что в глазах двоится. Но сорвав пыл на нашей двери, спокойно проехали к незаконно захваченному месту. А когда им не хватает места во дворе, начинают стрелять по нашему имуществу. А все потому что дедовщина, нам разрешают во двор заехать только на 5 минут, ибо места у них распределены со времен войны!☝🏼️
Местные участковые хотят видео-доказательств, что ж собираем.",negative
tr0378,ПРИВЕТ КУМАСИК! НА РАБОТКЕ?КОГДА ВЫХОДНОЙ?,neutral
tr0379,Ае люблю)))),positive
tr0380,я валялся под столом)),positive
tr0381,ыть=))нравится мине так))немагу прям,positive
tr0382,"Мужчины объясняются в любви прежде,чем почувствуют ее,а женщины-после того,как испытали ее...",neutral
tr0383,"Зрачки автоматически расширяются, когда мы смотрим на того, кто нам нравится. Это одна из причин, почему люди говорят, что глаза никогда не обманывают.",neutral
tr0384,Первый экзамен - физика СДАН на ОТЛИЧНО))) я продолжаю свою борьбу за стипендию ),positive
tr0385,Иметь сестру восхитительно ❤ 😘 😃 💕 🐾 🍓 🌺,positive
tr0386,с кем еще так посидишь?),neutral
tr0387,"это не любовь,это херня какая-то.",negative
tr0388,куплю 25 черник с косточкой,neutral
tr0389,"МегаТест: Кто ты из кошачьих?

В этом тесте ты узнаешь кем бы ты был если бы в другой жизни родился кем-то из кошачьих.

Тест тут 👉 vk.com/megatest#5739cec3e4b0147b8a63c45f",neutral
tr0390,Кому не безразлична тайна фамилии Зеленский,neutral
tr0391,Хорошего настроения),positive
tr0392,"Самое приятное - это когда хорошего не ждешь, а оно берет и случается.",positive
tr0393,Средняя зарплата по Херсонщине составляет 2411 гривен: статистика,neutral
tr0394,"ЦСКА - КУБАНЬ - 1:1 (0:0). 
ЦСКА - дрыщииии",negative
tr0395,класс! обязательно попробую,positive
tr0396,"Удивительное место ""Волчьи ворота"" в Ставрополе. Планировали встретить закат солнца, но солнышко спряталось за тучи.Но тем не менее очень красиво. Наш мир потрясающий!!!",positive
tr0397,Солнышко зайди Вконтакт... я  скучаю( маська люблю тя*),positive
tr0398,"И меня еще часто спрашивают, почему я так часто Империю вспоминаю. Цитата:
...Всего два поколения назад ядерный взрыв вызывал у землян меньше негодования, чем невинный дамский купальник, в античности бывший повседневным. Глядя на Рим, мы постоянно видим не то, что нужно, и не обращаем внимания на то, на что следовало бы смотреть. Мы все время говорим о легионерах и императорах, а то и о гладиаторах и ланистах. А это была цивилизация, строившая современные водопроводы и полы с отоплением. Цивилизация, в которой девушки одевались в бикини и ходили в фитнесс. Всего сто лет назад у нас просто не было понятийного аппарата, чтобы адекватно описать ее.
Полностью здесь:",neutral
tr0399,люблю тебя*),positive
tr0400,Я безумно люблю свою девушку***,positive
tr0401,Блоги: Михей : Блоги : Константиново-2011! - Fanat1k.ru  fanat1k.ru,neutral
tr0402,наслаждайся!,positive
tr0403,все присягу принял. началась военная жизнь,neutral
tr0404,"756э!ребяяят,я скучаю!))",positive
tr0405,"Постоянно хочу две вещи:
похудеть и покушать.",neutral
tr0406,Валя!!!Ручка ЛДПР не пишет!!!!!!!!!!,neutral
tr0407,"У каждого есть такой человек, которого придется запомнить навсегда.",neutral
tr0408,Девченки с вами было классно)))) Думаю мы обязательно еще так  повеселимся)))))))*,positive
tr0409,Ах Генри Форд зачем же ты придумал коневеер (((,negative
tr0410,Мой одуванчик!!!! Люблю тебя сильно моя родная!!!!,positive
tr0411,"я прекрасно понимаю что на мои посты нихера отвечать ни кто не должен...я их сам для себя хуярю и не на что не надеюсь...вобщем протележу в очередной раз...сегодня одна тетка увидев мою несвежую морду сообщила ""я бы затакого свою дочь бы не отдала""..я ей озвучил примерно десяток вопросов)...уложились мы с ней в две станции метро...1 - я тут едя в метро вообщето не на выдане себя позиционирую а как бы на работе находясь))...2е - я ни одним глазом еще не видел все ответы на мои молитвы...тобеш вашу дочь)...и вовсе не известно ктоб кого выбирал...3-е...теща попалась такая, что похеру как выглядит дочь...ее лучше не трогать...и дочь и мать)...4-е...с какого хуя она вообще решила что меня интерересует сейчас чьято дочь)...мы все чьито сыновья и дочери ...и что с того?",negative
tr0412,Пайет пидарас!,negative
tr0413,Ода Молчания,neutral
tr0414,Мое мировосприятие перед просмотром,neutral
tr0415,"Не стоит бороться за тех людей, которым на нас плевать.",negative
tr0416,"Слепому не покажешь, Глухому не расскажешь, Долбоебу не докажешь.",negative
tr0417,"я сначала хотела за президента выйти, а потом за Олежку, потом за Дениса,а потом нет уж, за Артемку захотела)",neutral
tr0418,"Можеш трек дать, плис)",neutral
tr0419,"Утро бывает добрым? Хм, наверное, когда просыпаешься часиков в 11 и любимая сонная морда спит на соседней подушке",positive
tr0420,Как же я жду ноябрь! Как никогда раньше не ждал!)))Все получится в лучшем виде. Ноябрь !!!!!!!,positive
tr0421,"Перед Вами упражнение, решение которого позволит Вам открыть прикрепленный файл. Говорят, что это возможно только для обладателей IQ больше 120. 
Если 
2 + 3 = 10 
7 + 2 = 63 
6 + 5 = 66 
Каков будет результат в следующем примере? 
8 + 6 = ???? 
Только это число откроет прикрепленный файл. 
Если решили - допишите себя в список и пошлите друзьям.",neutral
tr0422,"Моя первая радость - моя вечная боль
Моя дочка родная - ангелочек ты мой
Пролетело  полгода как мы не с тобой
Ты у Бога навеки нашла свой покой
Облачка окружают тебя в небесах
Наша встреча и счастье - лишь в моих снах
Сердце рвется на части и слез не унять
Знаю - плакать не надо, но лишь на словах
Как же больно, Родная, жить без тебя
Ты живешь в этом мире - в душе у меня. #люблюсвоюдоченьку👼👼👼",negative
tr0423,Обойдешся!!!на ручки она захотела видиш ли...с(=,negative
tr0424,Учи уроки давай)))))))),neutral
tr0425,Девочка моя!!!,neutral
tr0426,Если верить в свою мечту до последнего - она обязательно сбудется...,neutral
tr0427,БЫСТРОВ МУДАК ЕБАНЫЙ,negative
tr0428,"Поставь номер вопроса... я
честно на него тебе отвечу:)
1. Давай в сп?
2. Ты меня любишь?
3. Я тебе нравлюсь?
4. Тебе сколько лет?
5. Ты больная(ой)?
6. Выйдешь за меня?
7. Как тебя зовут?
8. Тебе нравится петь?
9. Ты доверяешь мне?
10. Тебе кто - нибудь говорил,
что ты красивая(ый)?
11. Ты куришь?
12. Ты любишь зажигать в
клубах, на дискотеках?
13. У тебя есть человек
которого ты любишь?
14. Давай встречаться?
15. Ты умеешь целоваться в
засос?
16. Твой мобильный номер
тел.?
17. О чем ты мечтаешь?
18. Что любишь из сладкого?
19. Есть вторая половинка?
20. Ты ценишь меня как друга
(подругу)?
Помести себе на стену если ты не трус!",neutral
tr0429,братец крутая фотка,positive
tr0430,"вот ты кушаешь булочку с мясом, и тебя совсем не интересует это:",neutral
tr0431,кто этоо? это не шило ниразу!,neutral
tr0432,Я тоже этого хочу...,positive
tr0433,Как много девушек хороших. Женская Лига Чемпионов - zafootball.com,neutral
tr0434,кто может подкинуть на вмз 100 грн или 25 баксов напишите потом отдам:),neutral
tr0435,Дом-милый дом.,positive
tr0436,Сегодня всех одариваю музыкой)))),positive
tr0437,Начинаю зарабатывать фотографией зовите на съемки по цене договоримся! Предлагайте друзьям и знакомым!,neutral
tr0438,Как вы ощущаете себя после встречи нового года?,neutral
tr0439,Практически идеальная стрельба + скорость и золото наше!,positive
tr0440,"А у Вас был ""новогодний секс""?",neutral
tr0441,"Похожи мы тут на жениха и невесту?? - нет 😄 а в загсе вчера решили что очень даже позожи и что мы пришли регистрировать брак и не верили, что мы со стороны гостей 😄 мало того, когда выходили из загса - нам подыграл живой бенд - музыканты тоже решили, что мы - жених и невеста 😆✌🏼️ @ Совские Пруды",positive
tr0442,"а спать я ложусь поздно, потомучто в спальной комнате лежит разобраный мотор, и пахнет бензином, поэтому спать можно с открытым балконом, а ночью так холодно, поэтому сплю днем)",neutral
tr0443,"Мар'яна,  МиниТест « Когда парень найдет тебя? Или уже нашел и кто он? » показал результат ниже. Много других тестов здесь - VK.com/minitest",neutral
tr0444,"Международный фестиваль ""hэер шаалган "" 2014.",neutral
tr0445,"Умничка Юля!)а насчет ""тоже неплохо"" ты аккуратней - не каждый дебютант забирается так высоко;-)",positive
tr0446,Сексуальна.,positive
tr0447,"А не посоветует ли мне широкая общественность какой-нибудь хороший театр, а то и конкретный спектакль в нем? А то я ничего, кроме РАМТа, и не знаю толком.",neutral
tr0448,Лучше меня может быть только моя дочь.,neutral
tr0449,выбирай)))),neutral
tr0450,Это свобода! Обязуюсь повторить.,positive
tr0451,Будешь коктейл безалкогольный?))))))),neutral
tr0452,Есть ли угроза исламизации России и Европы ?,neutral
tr0453,болеем за шахтер!),positive
tr0454,Этот сумасшедший ритм жизни невозможно выдержать. На недельку лягу отдохнуть;) @ Городская Психиатрическая Больница,neutral
tr0455,Алюминевое шапко. 16 lvl.,neutral
tr0456,"Мишка,негатива нет:D",neutral
tr0457,"Первый, и последний раз)))",neutral
tr0458,Ебанутый ),positive
tr0459,Для настроения) Девчонки просто тащатся)),positive
tr0460,Товарищи! Где в Иркутске есть прокат беговых лыж?!,neutral
tr0461,прости но ты тут забавна,neutral
tr0462,"Чтобы избежать разочарования в людях, надо избавиться от иллюзий. Умейте принимать людей такими, какие они есть. Совершенных людей не существует. Можно найти хороших людей, но даже и они временами бывают эгоистичны, раздражительны, угрюмы и могут предать.",neutral
tr0463,"Макс, это ты)) и пока это не признаеш - не отстану)))))",neutral
tr0464,1000 руб на комплект....в наличии ...фирма george...,neutral
tr0465,"Улыбнуло, как далеко традиция тянется: 
Многие иностранцы, посетившие Московское государство в XVI-XVII веках, отмечали, что русские женщины считали совершенно необходимым краситься, хотя и без того они весьма красивы. Мейерберг, посетивший Московию в 1661 г., писал, что русские женщины, независимо от того, красивы они или уродливы, «натирают все лицо с шеей белилами, а для подкраски век и губ прибавляют еще румян». Косметические краски привозились на Русь в основном из-за границы. Так, из Персии в начале XVII века привозили краски и румяна. Белила и румяна как предмет роскоши облагались относительно высокой пошлиной. Например, с провозимых через сибирские пограничные таможни румян по тарифу 1761 г. взималась пошлина в размере 23,75 % с оценки.",neutral
tr0466,"Теряя родных людей,  я теряю частичку  своей души,  когда придет мое время я  буду уже бездушной.",negative
tr0467,"Чтобы такой подарок парню или девушке, родителям или детям был еще лучше, важно выбрать для этого качественные фотографии. Представьте, как красиво они будут смотреться на шоколадных плиточках весом всего 5 грамм. А вот на упаковке можно поместить большое фото, которое станет обложкой для этого необычного альбома. Проявляйте фантазию и делайте ваш набор еще более оригинальным. На коробке можно написать пожелание, которое будет выполнено красивым шрифтом и написано поверх фотографии. Небольшую надпись можно поместить и на каждой из 12 или 20 плиток.",neutral
tr0468,"Еще одна, на этот раз сделанная в вариациях разных жанров)",neutral
tr0469,Наши самые лучшие Тренера😊,positive
tr0470,Новый зал для школы танцев!,positive
tr0471,что у тебя случилось почему гипсован?(,negative
tr0472,кто может конкурс провести,neutral
tr0473,вообще нефиг делать=(,negative
tr0474,"в последний день, в последнюю ночь. я себе уже даже не удивляюсь",neutral
tr0475,Правда что ты будешь проводить конкурс на iPhone 6+??,neutral
tr0476,я тебя очень-очень-очень-очень сильно люблю!!!!!!!,positive
tr0477,у него день рождение в августе) вас наебали)),neutral
tr0478,"Обновление программы Поместье до версии 2.0
Опубликовано 14.04.2015
Реализовано в этой версии:

Улучшен способ навигации в главной и мини карте
Добавлена возможность загружать, редактировать и масштабировать фото со спутника
Фото со спутника можно использовать фоном
Добавлена возможность быстрого поиска растения в яндекс картинках
Реализована печать запланированных растений
К изменению границ участка добавлена возможность регулировать масштаб холста
Исправлены мелкие ошибки.
Эта версия является бесплатной.",neutral
tr0479,"Следил за брожением Wikileaks по сети. Вчера по запросу   Гугл выдавал ссылку на какой-то айпишник, который сегодня, видимо, зарубили. Сейчас работает  . Гугл-переводчит переводит его достаточно коряво, но общий смысл, при отсутствии з",neutral
tr0480,Мои любимки*,positive
tr0481,"Хочется ехать.В никуда.Просто ехать.Слушать музику и смотреть на проплывающие мимо деревья,поля,облака.Днем и ночью ехать,ехать и ехать,чтобы никто не трогал.Никто",positive
tr0482,Шакил О'Нил завершил профессиональную карьеру - Баскетбол,neutral
tr0483,"что то типа того, на один раз, тертий раз под ряд стало уши резать. мне по крайней мере.",neutral
tr0484,"Две цитатки из поста «Плюй на людей сверху, они этого заслуживают!» и ""А он должен иметь хоть один шанс сбежать из нашей грязи и пожить человеком."" То есть прилепин этот, легко и непринужденно, записал всех нас в грязное быдло, спасибо что детишек за скобки вывел, в полном соответствии с приведенной выше цитаткой. Но он-то, вы посмотрите, весь в белом. А по мне, прилепину этому, быдло горизонт застит. Нет, оно конечно ярче, вонючее, соответственно виднее нормальных человеков. Но, только для кретина его грязь равняется грязи общей. Не читал этого мудака, теперь и не буду. А хомячки-то как рады - коментЮт.",negative
tr0485,"В нотариальной конторе по адресу Коммунистический пр., 49 работает ТУПОРЫЛАЯ ОВЦА. Опасайтесь люди.",negative
tr0486,"FAQ по инфовойнам. Для тех, кто полагает, что наша страна находится в заднице | Стерва",neutral
tr0487,Скульптура святого Георгия Победоносца в храме рождества Христова. Сфоткал для любимого крестника Георгия 🕵🏻,neutral
tr0488,Моему другу выписали справочку,neutral
tr0489,"[id10947395|Дмитрий], У моей сестры такой, здоровенный гад..",neutral
tr0490,"Вот это танец
Аха)",positive
tr0491,"Мои фотки... Все сделаны на телефоне, так что не судите строго качество картинки...",neutral
tr0492,Это я глазами видеорегистратора :),neutral
tr0493,"Любовь, что ето??? Может, ето прекрасное состояние души влюбленного человека, которое невозможно обьяснить словами?! Или ето боль и страдание безнадежно влюбленного?! Кто может сказать наверняка, найти нужные и точные слова, помочь понять ето такое простое и в то же время многозначущее слово ""ЛЮБОВЬ""?! Слово, которое так неотемлемо в жизни каждого человека, слово, что иногда значит целую жизнь, произнося которое вновь и вновь как будтобы сильнее хочется жить, и произносить ето заветное и искреннее ""ЛЮБЛЮ""!!!  СКАЖИТЕ, ЧТО ЖЕ ТАКОЕ ""ЛЮБОВЬ""?????!!!!",neutral
tr0494,"поговорим о шопинге!....задрало отсутствие всего,в наших магазах...Совершая ходки в основном в наш масс маркет, лицезрею отсутствие фантазии у производителей одежды...как вариант решаю пробежаться по мужским отделам,иии ..о Боги ))в ключе популярного нынче Swag тренда, решусь все таки на приобретение мужских рубашек,свит шотов,футболок с надписями....Вообщем всей душой прониклась в мужской мир!......P.S. #типавот#",positive
tr0495,Да пошло оно все на хуй!!!!!!,negative
tr0496,"Мандаринка - небольшая утка массой 0,4-0,7 кг.",neutral
tr0497,малая моя люблю тебя :****,positive
tr0498,Посадка семян помидор,neutral
tr0499,:) немножко подустали)),neutral
tr0500,ОН был для меня ВСЕМ.....,negative
tr0501,Спасибо за офигенный день*я люблю вас*) вы мне сегодня столько улыбок подарили♥,positive
tr0502,"Юлия - (с греч.) ""Волнистая, пушистая"".

Юля обидчивая и ранимая девочка. Ее настроение часто меняется, веселая и шумная, она вдруг без видимой причины становится вялой и апатичной. У нее живой ум, склонный к обобщениям, великолепная память. У Юлии широкие возможности в выборе профессии. В работе обязательна, аккуратно выполняет поручения. Домашние заботы ее не увлекают, хотя она все умеет делать прекрасно, но для этого ей нужно особое настроение, а не каждодневная рутина. Друзей у нее много, она рада принять их у себя.",neutral
tr0503,"Продаю мед натуральный цветочный (подсолнечник) в розницу по оптовой цене: 3 литра (4,5 кг) - 650 руб, 1 литр (1,5 кг) - 250 руб., 0,5 литра - 130 руб. Доставка по Краснодару.",neutral
tr0504,"Здравствуйте! Мне нужен шифон, который задерживается в воздухе после взмаха, т.е. самый тонкий. Подскажите пожалуйста. Заранее благодарна.",neutral
tr0505,Рада одобрила допуск иностранных войск на территорию Украины,neutral
tr0506,#Sport вместо лекарств.. #турники @Зенит,neutral
tr0507,"Насколько ""твои"" мысли являются действительно твоими?",neutral
tr0508,Дарю тебе букет котов!)),positive
tr0509,"Таки прошу прощения у резких и грубоватых поклонников Е.Б. По своей тупости не совсем верно построил предложение и скорее стоило осудить большинство его прогибаемых и не имеющих своего мнения хомячков. Я не призывал всех любить ""Голодные игры"", а Самого Евгения уважаю. Однако попросту обидно, что из 15-ти минутного вагона инфы народ приметил лишь эти две буквы, и то что я разжирел. Обожаю наш народ, любящий запоминать сугубо плохое и тыкать мне в нос негативом. Никто вас не заставляет смотреть мои видео. Собственно это моя территория, где я (как и Е.Б.) хочу и буду высказывать свое мнение, если что-то не нравиться, то скатертью дорога, и отписывайтесь на здоровье. С любовью, бездарный завистник. ❤",negative
tr0510,"Как всегда-кайфово,драйвово,энергично и вдохновенно. Спасибо!!! #Rizups",positive
tr0511,"А слабо пойти в ЗАГС и расписаться с тем, кто первый в списке ваших друзей?",neutral
tr0512,крутая фотка!),positive
tr0513,Мне сегодня подарили телефон просто так 😊🙏,positive
tr0514,вчерашним),neutral
tr0515,"Беги, Катя, беги. (с)",neutral
tr0516,"Вот неожиданное мое открытие - не про Пикник и не про АРИЮ, думаю ты заценишь!",neutral
tr0517,Все просто за-еб-ись!) Еще никогда не было так хорошо!=))))))))))))))),positive
tr0518,"мороз и солнце - день чудесный,чего ж ты дремлишь друг кудесный!?)))",neutral
tr0519,"Всем человекам физкульт привет!!!! Всем майдано-даунам физкульт пока!!!!
Было сегодня чего интересное? 
На что внимание обратить? 
Весь день по работам аки трактор, ничего не видел (((",negative
tr0520,я валялась!)))))парад дураков)))ппхххаа))))посмотри котькин))),positive
tr0521,"Вот такую красоту мне заделала, моя [id241089469|звезда] ❤ 💄 💃",positive
tr0522,а сами даже машинку стиральную включить не умеют))),negative
tr0523,"хахахха мы теперь все товарищи , и еще и на связи))))  вот контакт жЕт!!!!",positive
tr0524,"Вам признались в любви. Узнайте кто тут: 
 ♥♥♥  ♥♥♥",neutral
tr0525,"Умер специально, честно) надоело уже",negative
tr0526,ахаха:) классно было:),positive
tr0527,Доброе утро начинается с обеда и с хорошей песни!,positive
tr0528,Нинка новая звезда ютуба))) :*,positive
tr0529,Все для тебя!!!))),positive
tr0530,"Мне нечего вам написать, подонки. Поэтому, лучше ловите мой #ВернитеМне2008. (на самом деле 2010) (вроде 2010, может и 2009) (я точно не помню) (но скорее даже 2009, да)

Послесловие: Всегда до жути пугала слотовская ''Эмаль''.",negative
tr0531,Вот она послушай ее!)) К словам прислушайся и ты поймешь о чем я писал у Катюхи в комменте!)))),neutral
tr0532,"выходные прошли => пора мечтаний, планов, целей => самовольно втягиваюсь в рутину => мда.",negative
tr0533,"Концерт ""Lumen""-это сейчас то,что позволяет мне двигаться вперед!",positive
tr0534,А как покоряют ваши сердца?  💞,neutral
tr0535,Медвед зарегался ВКонтакте!!!),neutral
tr0536,"Обсуждали вчера Таины одноклассники по Вайберу тему Детского Мира на Лубянке. Сегодня мы эту тему раскрыли 😊. Кому - что, а нам - Джейк из #TheAdventureTime . (За сегодня Давид его то Финисом и Фербом назвал, то Грэгом каким-то. Трудно запомнить современных героев)))) #CartoonNetwork",neutral
tr0537,Я стал юристом! ВАХ,positive
tr0538,"Коленька,я тебя люблюююю❤❤❤❤❤",positive
tr0539,подскажите где в Киеве можно купить кабель FireWire 800 (9pin) на FireWire 400 (6pin) ???,neutral
tr0540,"⚡⚡⚡Безумно люблю дождь, гром и молнию. Но когда ты на мотыге, ночью, да еще и на Пхукете, то эмоции уже зашкаливают☔☔☔👽👽👽",positive
tr0541,Кто лучше?,neutral
tr0542,Это мне подарочек был такой на ДР от Аси Андреевой))),positive
tr0543,Дарю вам 10 симпатий в Topface,neutral
tr0544,"*   *   * 
При лунном свете гладь реки так мАнит.
Здесь волшебство и тайна балом правят.
Я внутренний трепет, как птицу уйму,
В свое отражение смело взгляну.

Рукою коснусь зачаровано вод
И ласково волны влекут в хоровод.
МанЯт серебристой дорожкой луны,
Ничто не нарушит вокруг тишины.

К тебе обращаюсь, Живая река,
Не ведаю мудрости женской пока.
Меня научи - ты жизни начало,
В нас общая суть живет изначально.

Очисти от боли, Матушка,  тело,
Омой мою Душу, чтоб  зазвенела.
Я мудрость и опыт приму словно дар
И дочке в наследство его передам. 

Анжела Осадчая",neutral
tr0545,ахах..я вообще плачу сижу хах..ужасное зрелище..как тогда),negative
tr0546,во блин тоже хочу фото с гордоном фриманом! это же HL,positive
tr0547,Король и Шут - Лесник,neutral
tr0548,Будете ли вы играть в EN98?,neutral
tr0549,Пусть сбываются все твои мечты !!!!! ))))))))))))),positive
tr0550,Моя вредность - это лишь часть моего очарования. 😂,positive
tr0551,Sony заставляет пользователей PSN отказываться от подачи любых исков против нее ...,neutral
tr0552,И вот же))),neutral
tr0553,"Он наблюдает, как ты болеешь ;))))",neutral
tr0554,:) как-то так,neutral
tr0555,Ты заценишь!),positive
tr0556,Студентка)))))^^,neutral
tr0557,"мммммм)) хочу, хочу, хочу))",positive
tr0558,"лето кончается, мечты не сбываются, работа начинается.",negative
tr0559,"Со старостата:
1. 2го октября Chicago с фия и химиками
2. нужны ли нам лекции по праву, будут приходить с эпфа и читать нам лекции на нашу тематику.(тему прошу оставить в комментарии)
3. 4го октября на Бригантине будет Что?Где?Когда?
4. 7го ноября будет дебют с фия
5. 25го октября Что?Где?Когда? факультетское.в команду можно 6 человек
6. Проблемы факультета(оставить в комментарии.например, общажные проблемы)
7.Красный крест.принести 5 грн.

на счет учебы:
Епик дала лекцию нужно сделать ксерокс и как бы знать. в Пятницу будет контрольная работа по ней.",neutral
tr0560,"УРА! У нас новый БАРАБАН!!!
Теперь я так тарабарабанить буду! (хирурги в соседнем кабинете уже подпрыгивают)))
Может их Равелем порадовать?

Друзья, а если у вас есть желание порадовать УШКИ наших пациентов новыми звуками, мы с удовольствием примем любой шумовой или музыкальный инструмент.",positive
tr0561,"Я узнала ""Какое ты мифическое существо""",neutral
tr0562,Российская авиация через 3 дня начнет бомбить либо Сирии либо в Ираке моджахедов !,negative
tr0563,Иметь хороших друзей - одна из лучих ценностей жизни.,positive
tr0564,а я вот эту,neutral
tr0565,Дурачимся^^,positive
tr0566,"Эксперимент)
Как две старые пряжки могу превратиться в серьги)",neutral
tr0567,Походу это Я))),neutral
tr0568,"И мы в говно трезвые, какие последствия?",neutral
tr0569,Ознакомься.,neutral
tr0570,Это какой-то пиздецкий пиздец....,negative
tr0571,БЕРЕГИТЕ МАМ !! ОНИ САМЫЕ ЛУЧШИЕ !!!!!!!,positive
tr0572,"Зенит 3-1 Порту) ДА!ДА!ДА! ВОТ ЭТО МАТЧ) Я ЖЕ ГОВОРИЛ, ЧТО ЗЕНИТ ПРОБЕДИТ!!!)))",positive
tr0573,Ахахаха Купи 4 Машины В Терминале Понятно???))),neutral
tr0574,"аааааааааааааа ФИНАААААААААААЛЛЛЛЛЛЛЛ!!!!!!!!!!!  МОЛОДЧАГИ!!!! УБИЙЦЫ!!!!!!! БРАВО!!!!! КОСТИЦЫН, первая шайба в плей-офф, зато КАКАЯ! НУ СПАСИБО МУЖИКИ!",positive
tr0575,На Ольги Форш взорвалось взрывное устройство.,neutral
tr0576,"Просьба к борцам за свою родину и простым Украинцам, добить всех отбросов с Кавказа которые служат Нашему общему врагу путину, так-же прошу что бы вы определяли их не как Чеченцев а как национал предателей под названием кадыровцы, потому что это не Чеченцы, мы Чеченцы воюем против этих шакалов и предателей и убиваем их у Себя дома, и мы готовы вам в этом помочь на Вашей Родине как когда то это делали вы на Нашей Родине!",negative
tr0577,"Замечательная Вещь! Обязательно закажу на новый год) Не профессиональный, классику, дерево! Всего за 800руб! Сделаю подарочек себе)

Кто-нибудь заинтересовался? Пишите, закажем вместе, меньше за доставку уйдет)",positive
tr0578,А почему так инертен Днепропетровск? Скажите знающие,neutral
tr0579,цацка за 120 тыс грн ),neutral
tr0580,надеюсь вспомнишь откуда это. это тебе под лсд,neutral
tr0581,"""Тебе куда?""",neutral
tr0582,"Опять эти статусы на стене плаксивые))) 
хватит тоску нагонять)",negative
tr0583,"=**Аленка, хорошо,что ты меня вытащила в деревушечку на этой недели))Втроем нам было очень весело))Буду скучать за вами*))",positive
tr0584,Бедная убивашка )))),neutral
tr0585,"Буду наглядным доказательством того, что человек может в сотни раз больше, чем кажется.",positive
tr0586,вот этих всегда рад видить!,positive
tr0587,"План действий на сегодняшний день)
в 23 ,00 идем в бильярд,дальше по плану ожидаются 2 порции роллов на холяву и по пивку ""Рис"" за мой счет)
ты как?)))Так же фото отчет)",neutral
tr0588,"В древних санскритских легендах говорится о любви, предопределенной кармой, о существовании связи между душами, которым суждено встретиться, соприкоснуться и найти упокоение друг в друге. Согласно легендам, суженую узнаешь мгновенно, потому что твоя любовь к ней сквозит в каждом ее жесте, в каждой мысли, каждом движении, каждом звуке и каждом чувстве, светящимся в ее глазах. Ты узнаешь ее по крыльям, невидимым для других, а еще потому, что страсть к ней убивает все другие любовные желания.

© Грегори Дэвид Робертс ""Шантарам"".",neutral
