id,system,status,attempts,errors_attempt_1,errors_attempt_2,json_ok,schema_ok,all_ok,prompt_tokens,completion_tokens,seconds,evidence_not_in_text,items_without_evidence,items_not_in_text,n_items,drug_tp,drug_fp,drug_fn,drug_fp_items,drug_fn_items,indication_tp,indication_fp,indication_fn,indication_fp_items,indication_fn_items,positive_effect_tp,positive_effect_fp,positive_effect_fn,positive_effect_fp_items,positive_effect_fn_items,adverse_reaction_tp,adverse_reaction_fp,adverse_reaction_fn,adverse_reaction_fp_items,adverse_reaction_fn_items,drug,indication,positive_effect,adverse_reaction,evidence,gold_drug,gold_indication,gold_positive_effect,gold_adverse_reaction,text
2410110,version_1,valid,1,,,True,True,True,455,184,9.35,0,0,0,4,1,0,0,,,2,0,6,,простудилась | Нос заложило | кашель | высокая температура | дышать было трудно | профилактике,0,0,0,,,1,0,0,,,Гриппферон,грипп | ОРВИ,,слизистая носа раздражалась,"Фармацевт посоветовала спрей Гриппферон, уверяла что очень эффективное средство способствует профилактике и лечению гриппа и ОРВИ. | Препарат обладает иммуномодулирующим, противосполительным и противовирусным действием. | Распыляла его в нос течении четырех дней, результата на меня не какого не оказал, слизистая еще больше раздражалось.",Гриппферон,простудилась | Нос заложило | кашель | высокая температура | простуды | Нос не дышал | дышать было трудно | профилактике | гриппа | ОРВИ,,слизистая еще больше раздражалось,"Так случилась, во время беременности простудилась.
Нос заложило, кашель, поднялась высокая температура.
Не секрет, что вынашивания малыша пить какие либо препараты от простуды запрещено особенно на ранних сроках.
У меня уже был третий триместр.
Что бы не навредить своей ляльки лечилась народными средствами.
Но и они оказались мало эффективными.
Нос не дышал, дышать было трудно воздуха катастрофически не хватало.
Отправила супруга в аптеку.
Фармацевт посоветовала спрей Гриппферон, уверяла что очень эффективное средство способствует профилактике и лечению гриппа и ОРВИ.
Стоит он не дешево 380 руб.
Препарат обладает иммуномодулирующим, противосполительным и противовирусным действием.
К сожалению в аптеке не подсказали, что использовать его нужно на ранних стадиях.
Распыляла его в нос течении четырех дней, результата на меня не какого не оказал, слизистая еще больше раздражалось.
Поэтому прежде чем, что то купить в аптеке проконсультируйтесь у своего врача.
Время использования: 2015"
2410110,version_2_no_retry,valid,1,,,True,True,True,1499,112,7.17,0,1,0,4,1,0,0,,,2,0,6,,простудилась | Нос заложило | кашель | высокая температура | дышать было трудно | профилактике,0,0,0,,,1,0,0,,,Гриппферон,грипп | ОРВИ,,слизистая раздражалась,"Фармацевт посоветовала спрей Гриппферон | Распыляла его в нос течении четырех дней, результата на меня не какого не оказал, слизистая еще больше раздражалось",Гриппферон,простудилась | Нос заложило | кашель | высокая температура | простуды | Нос не дышал | дышать было трудно | профилактике | гриппа | ОРВИ,,слизистая еще больше раздражалось,"Так случилась, во время беременности простудилась.
Нос заложило, кашель, поднялась высокая температура.
Не секрет, что вынашивания малыша пить какие либо препараты от простуды запрещено особенно на ранних сроках.
У меня уже был третий триместр.
Что бы не навредить своей ляльки лечилась народными средствами.
Но и они оказались мало эффективными.
Нос не дышал, дышать было трудно воздуха катастрофически не хватало.
Отправила супруга в аптеку.
Фармацевт посоветовала спрей Гриппферон, уверяла что очень эффективное средство способствует профилактике и лечению гриппа и ОРВИ.
Стоит он не дешево 380 руб.
Препарат обладает иммуномодулирующим, противосполительным и противовирусным действием.
К сожалению в аптеке не подсказали, что использовать его нужно на ранних стадиях.
Распыляла его в нос течении четырех дней, результата на меня не какого не оказал, слизистая еще больше раздражалось.
Поэтому прежде чем, что то купить в аптеке проконсультируйтесь у своего врача.
Время использования: 2015"
2410110,final,valid,1,,,True,True,True,1499,112,7.17,0,1,0,4,1,0,0,,,2,0,6,,простудилась | Нос заложило | кашель | высокая температура | дышать было трудно | профилактике,0,0,0,,,1,0,0,,,Гриппферон,грипп | ОРВИ,,слизистая раздражалась,"Фармацевт посоветовала спрей Гриппферон | Распыляла его в нос течении четырех дней, результата на меня не какого не оказал, слизистая еще больше раздражалось",Гриппферон,простудилась | Нос заложило | кашель | высокая температура | простуды | Нос не дышал | дышать было трудно | профилактике | гриппа | ОРВИ,,слизистая еще больше раздражалось,"Так случилась, во время беременности простудилась.
Нос заложило, кашель, поднялась высокая температура.
Не секрет, что вынашивания малыша пить какие либо препараты от простуды запрещено особенно на ранних сроках.
У меня уже был третий триместр.
Что бы не навредить своей ляльки лечилась народными средствами.
Но и они оказались мало эффективными.
Нос не дышал, дышать было трудно воздуха катастрофически не хватало.
Отправила супруга в аптеку.
Фармацевт посоветовала спрей Гриппферон, уверяла что очень эффективное средство способствует профилактике и лечению гриппа и ОРВИ.
Стоит он не дешево 380 руб.
Препарат обладает иммуномодулирующим, противосполительным и противовирусным действием.
К сожалению в аптеке не подсказали, что использовать его нужно на ранних стадиях.
Распыляла его в нос течении четырех дней, результата на меня не какого не оказал, слизистая еще больше раздражалось.
Поэтому прежде чем, что то купить в аптеке проконсультируйтесь у своего врача.
Время использования: 2015"
2424525,version_1,valid,1,,,True,True,True,449,180,9.01,0,2,0,5,1,0,0,,,1,0,0,,,0,0,0,,,0,3,7,эмоциональное возбуждение | беспокойство ребенка | проблемы со сном,стоит на ушах | угомонить невозможно | сон днем забыли | беготня по дому | прыжки с дивана на пол | кувырки | вымотанный,Когитум,отсутствие речи у ребенка,,эмоциональное возбуждение | беспокойство ребенка | проблемы со сном,"По назначению невролога из-за жалоб на отсутствие речи у ребенка (нам 3 года) начали принимать Когитум. | ребенок весь день ""стоит на ушах"", угомонить невозможно | у ребенка проходил в ритме ракеты | весь день у ребенка проходил в ритме ракеты, а у меня в нервотрепке",Когитум,отсутствие речи,,стоит на ушах | угомонить невозможно | сон днем забыли | беготня по дому | прыжки с дивана на пол | кувырки | вымотанный,"По назначению невролога из-за жалоб на отсутствие речи у ребенка (нам 3 года) начали принимать Когитум.
Пить нужно было по пол ампулы 2 раза в день, строго до 2-х часов дня, врач предупредил что на фоне приема может быть эмоциональное возбуждение, поэтому пить только в первой половине дня.
В первые дни приема не замечала никаких изменений, результатов.
Примерно с середины упаковки началось... Ребенок весь день ""стоит на ушах"", угомонить невозможно, про сон днем забыли (хотя всегда укладывала спать днем, засыпал без проблем), постоянная беготня по дому, прыжки с дивана на пол, кувырки и т. д. Весь день у ребенка проходил в ритме ракеты, а у меня в нервотрепке: ""не прыгай-шею свернешь, хватит скакать и все в этом духе"".
К вечеру вымотанный, ложился спать.
В общем пока допил всю упаковку, я думала, что помощь невролога нужна уже больше мне чем сыну.
На развитие речи результата так никакого и не было и нет (уже прошло 3 месяца после приема)."
2424525,version_2_no_retry,valid,1,,,True,True,True,1493,254,14.03,0,3,1,5,1,0,0,,,1,0,0,,,0,0,0,,,0,3,7,эмоциональное возбуждение | беспокойство | проблемы со сном,стоит на ушах | угомонить невозможно | сон днем забыли | беготня по дому | прыжки с дивана на пол | кувырки | вымотанный,Когитум,отсутствие речи,,эмоциональное возбуждение | беспокойство | проблемы со сном,"Началось... Ребенок весь день ""стоит на ушах"", угомонить невозможно, про сон днем забыли (хотя всегда укладывала спать днем, засыпал без проблем), постоянная беготня по дому, прыжки с дивана на пол, кувырки и т. д. | Весь день у ребенка проходил в ритме ракеты, а у меня в нервотрепке: ""не прыгай-шею свернешь, хватит скакать и все в этом духе"". | К вечеру вымотанный, ложился спать. | На развитие речи результата так никакого и не было и нет (уже прошло 3 месяца после приема).",Когитум,отсутствие речи,,стоит на ушах | угомонить невозможно | сон днем забыли | беготня по дому | прыжки с дивана на пол | кувырки | вымотанный,"По назначению невролога из-за жалоб на отсутствие речи у ребенка (нам 3 года) начали принимать Когитум.
Пить нужно было по пол ампулы 2 раза в день, строго до 2-х часов дня, врач предупредил что на фоне приема может быть эмоциональное возбуждение, поэтому пить только в первой половине дня.
В первые дни приема не замечала никаких изменений, результатов.
Примерно с середины упаковки началось... Ребенок весь день ""стоит на ушах"", угомонить невозможно, про сон днем забыли (хотя всегда укладывала спать днем, засыпал без проблем), постоянная беготня по дому, прыжки с дивана на пол, кувырки и т. д. Весь день у ребенка проходил в ритме ракеты, а у меня в нервотрепке: ""не прыгай-шею свернешь, хватит скакать и все в этом духе"".
К вечеру вымотанный, ложился спать.
В общем пока допил всю упаковку, я думала, что помощь невролога нужна уже больше мне чем сыну.
На развитие речи результата так никакого и не было и нет (уже прошло 3 месяца после приема)."
2424525,final,valid,1,,,True,True,True,1493,254,14.03,0,3,1,5,1,0,0,,,1,0,0,,,0,0,0,,,0,3,7,эмоциональное возбуждение | беспокойство | проблемы со сном,стоит на ушах | угомонить невозможно | сон днем забыли | беготня по дому | прыжки с дивана на пол | кувырки | вымотанный,Когитум,отсутствие речи,,эмоциональное возбуждение | беспокойство | проблемы со сном,"началось... Ребенок весь день ""стоит на ушах"", угомонить невозможно, про сон днем забыли (хотя всегда укладывала спать днем, засыпал без проблем), постоянная беготня по дому, прыжки с дивана на пол, кувырки и т. д. | Весь день у ребенка проходил в ритме ракеты, а у меня в нервотрепке: ""не прыгай-шею свернешь, хватит скакать и все в этом духе"". | К вечеру вымотанный, ложился спать. | На развитие речи результата так никакого и не было и нет (уже прошло 3 месяца после приема).",Когитум,отсутствие речи,,стоит на ушах | угомонить невозможно | сон днем забыли | беготня по дому | прыжки с дивана на пол | кувырки | вымотанный,"По назначению невролога из-за жалоб на отсутствие речи у ребенка (нам 3 года) начали принимать Когитум.
Пить нужно было по пол ампулы 2 раза в день, строго до 2-х часов дня, врач предупредил что на фоне приема может быть эмоциональное возбуждение, поэтому пить только в первой половине дня.
В первые дни приема не замечала никаких изменений, результатов.
Примерно с середины упаковки началось... Ребенок весь день ""стоит на ушах"", угомонить невозможно, про сон днем забыли (хотя всегда укладывала спать днем, засыпал без проблем), постоянная беготня по дому, прыжки с дивана на пол, кувырки и т. д. Весь день у ребенка проходил в ритме ракеты, а у меня в нервотрепке: ""не прыгай-шею свернешь, хватит скакать и все в этом духе"".
К вечеру вымотанный, ложился спать.
В общем пока допил всю упаковку, я думала, что помощь невролога нужна уже больше мне чем сыну.
На развитие речи результата так никакого и не было и нет (уже прошло 3 месяца после приема)."
267729,version_1,valid,1,,,True,True,True,176,97,4.75,0,0,0,3,0,0,0,,,0,0,0,,,0,0,0,,,3,0,0,,,,,,обильный ринит | воспалилось горло | белый налет на гландах,"После первого же применения у ребенка развился обильный ринит.
Через день воспалилось горло.
На гландах появился белый налет.",,,,ринит | воспалилось горло | На гландах появился белый налет,"Хочу поделиться нашим печальным опытом.
После первого же применения у ребенка развился обильный ринит.
Через день воспалилось горло.
На гландах появился белый налет.
Не советую никому... Время использования: сентябрь 2012"
267729,version_2_no_retry,valid,1,,,True,True,True,1220,86,4.68,0,0,0,3,0,0,0,,,0,0,0,,,0,0,0,,,3,0,0,,,,,,обильный ринит | воспалилось горло | белый налет на гландах,развился обильный ринит | воспалилось горло | На гландах появился белый налет,,,,ринит | воспалилось горло | На гландах появился белый налет,"Хочу поделиться нашим печальным опытом.
После первого же применения у ребенка развился обильный ринит.
Через день воспалилось горло.
На гландах появился белый налет.
Не советую никому... Время использования: сентябрь 2012"
267729,final,valid,1,,,True,True,True,1220,86,4.68,0,0,0,3,0,0,0,,,0,0,0,,,0,0,0,,,3,0,0,,,,,,обильный ринит | воспалилось горло | белый налет на гландах,развился обильный ринит | воспалилось горло | На гландах появился белый налет,,,,ринит | воспалилось горло | На гландах появился белый налет,"Хочу поделиться нашим печальным опытом.
После первого же применения у ребенка развился обильный ринит.
Через день воспалилось горло.
На гландах появился белый налет.
Не советую никому... Время использования: сентябрь 2012"
2439706,version_1,invalid,1,"фрагмента evidence ""я пропив остаток, сказала бы, что он мне помог снять нервное напряжение, немного успокоился"" нет в тексте отзыва дословно",,True,True,False,393,144,7.01,1,4,0,4,1,0,3,,боярышника | пустырника | димедрола,1,0,1,,нервами,1,1,0,успокоило,,0,0,1,,успокоится,Фармамед Валемидин,проблемы со сном и нервами,сняло нервное напряжение | успокоило,,"мама пропив его несколько дней, перешла на свои традиционные капельки, сказав, что он ей не нравится | я пропив остаток, сказала бы, что он мне помог снять нервное напряжение, немного успокоился",боярышника | пустырника | валерианы | Валемидин | димедрола,сном | нервами | нервное напряжение,"помог снять нервное напряжение, немного успокоится",успокоится,"Добрый вечер и приятного времяпровождения.
В силу своего возраста в моей семье часто приходится брать успокоительные капельки -боярышника, пустырника, валерианы и тому подобное.
как-то в один поход в аптеку мне предложили заменить этот ""набор"" на одно - седативное средство от Фармамед Валемидин.
Посмотрев на состав и прочитав аннатацию к лекарству, я взяла его.
Но, увы!
мама пропив его несколько дней, перешла на свои традиционные капельки, сказав, что он ей не нравится.
Возможно, это был каприз, а, возможно, и нет.
Получив его ""по наследству"" и имея свои проблемы со сном и нервами, пропив остаток, сказала бы, что он мне помог снять нервное напряжение, немного успокоится.
К тому же, теперь нашла рецепт и уже приготовила сама настойку состав, который практически повторяет состав данного лекарства, только без димедрола."
2439706,version_2_no_retry,valid,1,,,True,True,True,1437,98,6.32,0,2,0,5,1,0,3,,боярышника | пустырника | димедрола,1,0,1,,сном,1,1,0,успокоило,,0,0,1,,успокоится,Валемидин,нервное напряжение | проблемы со сном и нервами,сняло нервное напряжение | успокоило,,"он ей не нравится | что он мне помог снять нервное напряжение, немного успокоится",боярышника | пустырника | валерианы | Валемидин | димедрола,сном | нервами | нервное напряжение,"помог снять нервное напряжение, немного успокоится",успокоится,"Добрый вечер и приятного времяпровождения.
В силу своего возраста в моей семье часто приходится брать успокоительные капельки -боярышника, пустырника, валерианы и тому подобное.
как-то в один поход в аптеку мне предложили заменить этот ""набор"" на одно - седативное средство от Фармамед Валемидин.
Посмотрев на состав и прочитав аннатацию к лекарству, я взяла его.
Но, увы!
мама пропив его несколько дней, перешла на свои традиционные капельки, сказав, что он ей не нравится.
Возможно, это был каприз, а, возможно, и нет.
Получив его ""по наследству"" и имея свои проблемы со сном и нервами, пропив остаток, сказала бы, что он мне помог снять нервное напряжение, немного успокоится.
К тому же, теперь нашла рецепт и уже приготовила сама настойку состав, который практически повторяет состав данного лекарства, только без димедрола."
2439706,final,valid,1,,,True,True,True,1437,98,6.32,0,2,0,5,1,0,3,,боярышника | пустырника | димедрола,1,0,1,,сном,1,1,0,успокоило,,0,0,1,,успокоится,Валемидин,нервное напряжение | проблемы со сном и нервами,сняло нервное напряжение | успокоило,,"он ей не нравится | что он мне помог снять нервное напряжение, немного успокоится",боярышника | пустырника | валерианы | Валемидин | димедрола,сном | нервами | нервное напряжение,"помог снять нервное напряжение, немного успокоится",успокоится,"Добрый вечер и приятного времяпровождения.
В силу своего возраста в моей семье часто приходится брать успокоительные капельки -боярышника, пустырника, валерианы и тому подобное.
как-то в один поход в аптеку мне предложили заменить этот ""набор"" на одно - седативное средство от Фармамед Валемидин.
Посмотрев на состав и прочитав аннатацию к лекарству, я взяла его.
Но, увы!
мама пропив его несколько дней, перешла на свои традиционные капельки, сказав, что он ей не нравится.
Возможно, это был каприз, а, возможно, и нет.
Получив его ""по наследству"" и имея свои проблемы со сном и нервами, пропив остаток, сказала бы, что он мне помог снять нервное напряжение, немного успокоится.
К тому же, теперь нашла рецепт и уже приготовила сама настойку состав, который практически повторяет состав данного лекарства, только без димедрола."
815444,version_1,valid,1,,,True,True,True,408,101,5.82,0,3,0,4,1,0,0,,,1,1,1,противовирусное,ОРВИ,0,0,0,,,0,1,0,мерзкий сладковатый вкус,,Анаферон,профилактическое средство | противовирусное,,мерзкий сладковатый вкус,"Ни противовирусного, ни какого-то другого действия не имеет. | Ни в одной развитой стране не применяется.",анаферон,профилактическое | ОРВИ,,,"Этот препарат начали усердно выписывать врачи, когда я еще сама была ребенком.
До сих пор рекомендуют его как профилактическое средство и противовирусное.
Сама его пила и помню мерзкий сладковатый вкус.
Не сказала б, что как-то на ход болезни влияло, просто раньше не было доступной информации о лекарствах, а такие противовирусные новинки давали надежду родителям, что ребенок за 2 дня встанет на ноги.
Родив первого решила изучать каждую пилюльку, прописанную врачом.
Ведь сейчас найти информацию и исследования препаратов не проблема, спасибо мед.
форумам.
Оказалось, что анаферон - пустышка.
Ни противовирусного, ни какого-то другого действия не имеет.
Ни в одной развитой стране не применяется.
Но может иметь побочки.
Детям я это не даю.
Стоит недешево, а эффекта - ноль.
Длится у нас ОРВИ столько же времени, сколько и у тех, кто пьет анаферон.
Общее впечатление : Неэффективен RATING 1 NOTE"
815444,version_2_no_retry,valid,1,,,True,True,True,1452,65,4.93,0,1,0,2,1,0,0,,,0,1,2,болезни,профилактическое | ОРВИ,0,0,0,,,0,0,0,,,Анаферон,болезни,,,"Анаферон - пустышка | Ни противовирусного, ни какого-то другого действия не имеет",анаферон,профилактическое | ОРВИ,,,"Этот препарат начали усердно выписывать врачи, когда я еще сама была ребенком.
До сих пор рекомендуют его как профилактическое средство и противовирусное.
Сама его пила и помню мерзкий сладковатый вкус.
Не сказала б, что как-то на ход болезни влияло, просто раньше не было доступной информации о лекарствах, а такие противовирусные новинки давали надежду родителям, что ребенок за 2 дня встанет на ноги.
Родив первого решила изучать каждую пилюльку, прописанную врачом.
Ведь сейчас найти информацию и исследования препаратов не проблема, спасибо мед.
форумам.
Оказалось, что анаферон - пустышка.
Ни противовирусного, ни какого-то другого действия не имеет.
Ни в одной развитой стране не применяется.
Но может иметь побочки.
Детям я это не даю.
Стоит недешево, а эффекта - ноль.
Длится у нас ОРВИ столько же времени, сколько и у тех, кто пьет анаферон.
Общее впечатление : Неэффективен RATING 1 NOTE"
815444,final,valid,1,,,True,True,True,1452,65,4.93,0,1,0,2,1,0,0,,,0,1,2,болезни,профилактическое | ОРВИ,0,0,0,,,0,0,0,,,Анаферон,болезни,,,"анаферон - пустышка | Ни противовирусного, ни какого-то другого действия не имеет",анаферон,профилактическое | ОРВИ,,,"Этот препарат начали усердно выписывать врачи, когда я еще сама была ребенком.
До сих пор рекомендуют его как профилактическое средство и противовирусное.
Сама его пила и помню мерзкий сладковатый вкус.
Не сказала б, что как-то на ход болезни влияло, просто раньше не было доступной информации о лекарствах, а такие противовирусные новинки давали надежду родителям, что ребенок за 2 дня встанет на ноги.
Родив первого решила изучать каждую пилюльку, прописанную врачом.
Ведь сейчас найти информацию и исследования препаратов не проблема, спасибо мед.
форумам.
Оказалось, что анаферон - пустышка.
Ни противовирусного, ни какого-то другого действия не имеет.
Ни в одной развитой стране не применяется.
Но может иметь побочки.
Детям я это не даю.
Стоит недешево, а эффекта - ноль.
Длится у нас ОРВИ столько же времени, сколько и у тех, кто пьет анаферон.
Общее впечатление : Неэффективен RATING 1 NOTE"
6275749,version_1,invalid,1,"фрагмента evidence ""температура держалась высокую неделю после выписки из больницы, затем еще месяц"" нет в тексте отзыва дословно",,True,True,False,293,108,5.63,1,5,0,5,3,0,1,,салютаб,1,0,1,,"темп поднялась до 37,0 -37,4",0,1,2,температура нормализовалась после приема ликопид,продавала 10 дней и все прошло | больше пока не болеем,0,0,0,,,цевтриаксон | флемрксин салютаб | ликопид,пневмония (прикорневая),температура нормализовалась после приема ликопид,,"температура держалась высокую неделю после выписки из больницы, затем еще месяц",цевтриаксон | флемрксин | салютаб | ликопид,"пневмонией | темп поднялась до 37,0 -37,4",продавала 10 дней и все прошло | больше пока не болеем,,"В начале января переболели пневмонией (прикорневой) ребенку 2года 8 мес, кололи цевтриаксон 5 дней в больнице, хотя нужно было 7!
Т к прокололи мало через неделю после выписки темп поднялась до 37,0 -37,4 так держалась еще месяц, ездили по врачам которые прописывали противовирусные и утверждали что это остаточный след, в итоге пропили антибиотик флемрксин салютаб, темп после приема держалась еще какое то время, потом купила ликопид 1 мг, продавала 10 дней и все прошло, больше пока не болеем."
6275749,version_2_no_retry,rejected,1,"фрагмента evidence ""температура больше не поднималась"" нет в тексте отзыва дословно",,True,True,False,1337,72,4.72,0,0,0,0,0,0,4,,цевтриаксон | флемрксин | салютаб | ликопид,0,0,2,,"пневмонией | темп поднялась до 37,0 -37,4",0,0,2,,продавала 10 дней и все прошло | больше пока не болеем,0,0,0,,,,,,,,цевтриаксон | флемрксин | салютаб | ликопид,"пневмонией | темп поднялась до 37,0 -37,4",продавала 10 дней и все прошло | больше пока не болеем,,"В начале января переболели пневмонией (прикорневой) ребенку 2года 8 мес, кололи цевтриаксон 5 дней в больнице, хотя нужно было 7!
Т к прокололи мало через неделю после выписки темп поднялась до 37,0 -37,4 так держалась еще месяц, ездили по врачам которые прописывали противовирусные и утверждали что это остаточный след, в итоге пропили антибиотик флемрксин салютаб, темп после приема держалась еще какое то время, потом купила ликопид 1 мг, продавала 10 дней и все прошло, больше пока не болеем."
6275749,final,rejected,2,"фрагмента evidence ""температура больше не поднималась"" нет в тексте отзыва дословно","фрагмента evidence ""температура после приема держалась еще какое то время"" нет в тексте отзыва дословно; фрагмента evidence ""температура больше не поднималась"" нет в тексте отзыва дословно",True,True,False,2857,166,10.18,0,0,0,0,0,0,4,,цевтриаксон | флемрксин | салютаб | ликопид,0,0,2,,"пневмонией | темп поднялась до 37,0 -37,4",0,0,2,,продавала 10 дней и все прошло | больше пока не болеем,0,0,0,,,,,,,,цевтриаксон | флемрксин | салютаб | ликопид,"пневмонией | темп поднялась до 37,0 -37,4",продавала 10 дней и все прошло | больше пока не болеем,,"В начале января переболели пневмонией (прикорневой) ребенку 2года 8 мес, кололи цевтриаксон 5 дней в больнице, хотя нужно было 7!
Т к прокололи мало через неделю после выписки темп поднялась до 37,0 -37,4 так держалась еще месяц, ездили по врачам которые прописывали противовирусные и утверждали что это остаточный след, в итоге пропили антибиотик флемрксин салютаб, темп после приема держалась еще какое то время, потом купила ликопид 1 мг, продавала 10 дней и все прошло, больше пока не болеем."
817386,version_1,valid,1,,,True,True,True,429,107,6.4,0,2,0,2,1,0,0,,,0,1,1,острое стрессовое состояние,нервное напряжение,0,0,0,,,0,0,0,,,таблетки с экстрактом валерианы,острое стрессовое состояние,,,"Этот препарат полностью изготовлен из натурального сырья, что, конечно же, является огромным плюсом. | Но этот самый плюс практически единственный. | Потому как препарат не эффективен. Я это проверяла на себе несколько раз.",валерианы,нервное напряжение,,,"У всех нас, наверное, бывают в жизни ситуации, когда мы можем сильно понервничать.
Я не говорю сейчас о каких-то страшных вещах.
Сдача экзамена, поиск работы, недосып, в конце концов, тоже могут вызвать стресс.
И многие из нас в такие моменты могут начать искать способ помочь себе.
Один из вариантов облегчения острого стрессового состояния- это прием специальных растительных препаратов.
Да-да, лучше именно на травках, потому как химические вещества могут вызвать зависимость.
Но сейчас не о том.
А конкретно о таблетках с экстрактом валерианы.
Этот препарат полностью изготовлен из натурального сырья, что, конечно же, является огромным плюсом.
Но этот самый плюс практически единственный.
Потому как препарат не эффективен.
Я это проверяла на себе несколько раз.
Поэтому, дорогие читатели, если уж так случилось, что вы чем-то расстроены, посмотрите кино, почитайте книгу, займитесь спортом, чтобы снять нервное напряжение.
Но только не засоряйте желудок сомнительными таблетками.
Никакой пользы они не принесут.
Общее впечатление : Не эффективны RATING 3 NOTE"
817386,version_2_no_retry,valid,1,,,True,True,True,1473,61,5.03,0,2,0,2,1,0,0,,,0,1,1,стресс,нервное напряжение,0,0,0,,,0,0,0,,,таблетки с экстрактом валерианы,стресс,,,препарат не эффективен | я это проверяла на себе несколько раз,валерианы,нервное напряжение,,,"У всех нас, наверное, бывают в жизни ситуации, когда мы можем сильно понервничать.
Я не говорю сейчас о каких-то страшных вещах.
Сдача экзамена, поиск работы, недосып, в конце концов, тоже могут вызвать стресс.
И многие из нас в такие моменты могут начать искать способ помочь себе.
Один из вариантов облегчения острого стрессового состояния- это прием специальных растительных препаратов.
Да-да, лучше именно на травках, потому как химические вещества могут вызвать зависимость.
Но сейчас не о том.
А конкретно о таблетках с экстрактом валерианы.
Этот препарат полностью изготовлен из натурального сырья, что, конечно же, является огромным плюсом.
Но этот самый плюс практически единственный.
Потому как препарат не эффективен.
Я это проверяла на себе несколько раз.
Поэтому, дорогие читатели, если уж так случилось, что вы чем-то расстроены, посмотрите кино, почитайте книгу, займитесь спортом, чтобы снять нервное напряжение.
Но только не засоряйте желудок сомнительными таблетками.
Никакой пользы они не принесут.
Общее впечатление : Не эффективны RATING 3 NOTE"
